budget,genres,popularity,release_date,revenue,runtime,title,vote_average
2500000,"[{""id"": 99, ""name"": ""Documentary""}]",0.973582,2012,33400000,87,2016: Obama's America,4.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",14.885388,1996,34585416,108,That Thing You Do!,6.8
2500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",12.030456,1982,14400000,98,Halloween III: Season of the Witch,5
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",18.30961,1971,12348905,98,Escape from the Planet of the Apes,6.3
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",6.82919,1963,10000000,112,Hud,7.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",9.799357,2013,32230907,74,Kevin Hart: Let Me Explain,7.1
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.363642,1991,0,104,My Own Private Idaho,7.1
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",30.583959,2004,26781723,102,Garden State,7.1
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",23.672571,1995,5535405,105,Before Sunrise,7.7
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0.205034,2003,0,100,Evil Words,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.581743,1999,0,107,Jesus' Son,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2.487255,2004,0,91,Saving Face,6.8
0,"[{""id"": 18, ""name"": ""Drama""}]",0.262135,2007,0,102,Brick Lane,5.2
2500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",23.419061,2012,3325038,85,Robot & Frank,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.958831,2003,9726954,106,My Life Without Me,7.2
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25.722747,2013,6854611,95,The Spectacular Now,6.8
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",9.774126,2008,0,101,Religulous,7.2
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",0.197469,2008,0,90,Fuel,7
0,"[{""id"": 18, ""name"": ""Drama""}]",0.142255,2006,0,100,Valley of the Heart's Delight,7
2500000,"[{""id"": 18, ""name"": ""Drama""}]",0.301884,2007,71904,100,Eye of the Dolphin,7.1
0,"[{""id"": 99, ""name"": ""Documentary""}]",0.424957,2010,0,80,8: The Mormon Proposition,5.5
14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.393648,2008,0,106,The Other End of the Line,6.1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5.025938,2000,0,103,Anatomy,6.1
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4.624691,2008,107559,90,Sleep Dealer,6
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",12.204569,2010,324138,96,Super,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.630226,2010,0,89,Christmas Mail,5
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",4.270489,2015,0,87,Stung,4.9
35000000,"[{""id"": 27, ""name"": ""Horror""}]",3.674294,2016,0,94,Antibirth,4.8
2400000,"[{""id"": 18, ""name"": ""Drama""}]",4.623059,1996,5731103,120,Get on the Bus,7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1.946715,2006,0,101,Thr3e,4.8
30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",27.940093,2006,495303,84,Idiocracy,6.3
2500000,"[{""id"": 80, ""name"": ""Crime""}]",1.759506,2015,0,110,The Rise of the Krays,4.5
2380000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",8.395624,2006,8176544,101,This Is England,7.4
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",8.248149,2012,0,101,U.F.O.,3.1
2361000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",0.628051,1944,6892000,101,Bathing Beauty,7
2450000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0.500753,2011,0,105,Go for It!,4.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0.376662,1998,565592,97,"Dancer, Texas Pop. 81",10
2300000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1.606314,1951,11000000,107,Show Boat,6.9
0,"[{""id"": 18, ""name"": ""Drama""}]",0.197264,2011,0,91,Redemption Road,4.7
0,"[{""id"": 53, ""name"": ""Thriller""}]",5.759493,2014,0,108,The Calling,5.6
2000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",6.86302,1987,0,90,The Brave Little Toaster,6.7
2280000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",32.875469,1940,83320000,124,Fantasia,7.2
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",0.015295,2014,0,90,8 Days,0
4000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",14.206525,1982,36690067,95,Friday the 13th Part III,5.7
2200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",12.639469,1985,21930418,92,Friday the 13th: A New Beginning,5.1
0,"[{""id"": 18, ""name"": ""Drama""}]",2.371477,2007,0,117,The Last Sin Eater,6.2
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2.470443,2015,0,115,Do You Believe?,6.6
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1.532518,2008,0,90,Impact Point,5.7
2160000,"[{""id"": 18, ""name"": ""Drama""}]",0.1813,1945,9132000,119,The Valley of Decision,5.8
2300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2.713171,2015,0,97,Eden,5.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]",0.258413,2005,0,90,Chicken Tikka Masala,3.5
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2.025701,2014,0,90,There's Always Woodstock,5.4
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2.659804,2007,0,85,Jack Brooks: Monster Slayer,5.7
2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",8.38717,1946,23650000,172,The Best Years of Our Lives,7.6
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6.677093,2001,480811,113,Bully,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2.526356,2001,0,89,Elling,7
2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",0.039007,2015,3330,126,Mi America,0
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",31.691617,2007,30448000,78,[REC],7.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0.47909,2010,0,88,Lies in Plain Sight,4.5
0,[],0.027801,2015,0,0,Sharkskin,0
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",2.122451,2015,0,77,Containment,5.1
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",0.803761,2015,0,81,The Timber,4.1
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",41.298723,1963,78898765,115,From Russia with Love,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",1.791331,1989,0,96,The Toxic Avenger Part II,5.3
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",10.664202,1973,18344729,89,Sleeper,7
2000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",100.876794,2015,14674076,100,It Follows,6.6
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",13.223111,1972,18016290,88,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",22.139842,1962,13129846,129,To Kill a Mockingbird,8
2000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",37.117362,1981,24600832,95,Mad Max 2: The Road Warrior,7.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",15.046612,1994,0,102,The Legend of Drunken Master,7.2
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",15.557144,1999,11540607,118,Boys Don't Cry,7.2
2000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",11.66632,2011,13101672,85,Silent House,5.2
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",34.938177,2006,70000000,137,The Lives of Others,7.9
1000000,"[{""id"": 18, ""name"": ""Drama""}]",5.961119,2011,34522221,129,Courageous,6.8
2000000,"[{""id"": 18, ""name"": ""Drama""}]",17.639478,1961,7600000,134,The Hustler,7.6
2000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1.867004,1940,9172000,119,Boom Town,6.5
8000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",13.944645,2003,1477676,80,The Triplets of Belleville,7.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2.304552,1998,0,89,Smoke Signals,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.792851,2003,6003587,101,American Splendor,7.1
2700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14.799323,2004,15992615,80,Before Sunset,7.6
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",23.281616,2000,20908467,154,Amores perros,7.6
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",20.331593,2003,4601043,100,Thirteen,6.7
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.381536,1947,7800000,118,Gentleman's Agreement,6.8
2000000,"[{""id"": 18, ""name"": ""Drama""}]",20.834883,2010,13831503,100,Winter's Bone,6.8
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",14.045887,2003,13885802,106,Touching the Void,7.6
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",0.483974,1938,4000000,106,Alexander's Ragtime Band,4.8
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9.719094,2005,0,90,Me and You and Everyone We Know,7
2000000,"[{""id"": 99, ""name"": ""Documentary""}]",16.930914,2010,7871522,109,Inside Job,7.7
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",28.819424,2015,11122090,96,We Are Your Friends,6.3
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",18.223139,1999,0,116,Ghost Dog: The Way of the Samurai,7.2
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",12.999023,2005,5967038,120,Harsh Times,6.3
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.728882,2015,2801508,97,Captive,5.6
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1.95686,2002,2506446,96,Full Frontal,4.8
0,"[{""id"": 27, ""name"": ""Horror""}]",7.151154,1986,0,98,Witchboard,5.9
2000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",14.846001,2006,5179037,101,Shortbus,6.3
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10752, ""name"": ""War""}]",14.08251,2008,11125849,90,Waltz with Bashir,7.8
2000000,[],0.031947,2003,1672730,120,"The Book of Mormon Movie, Volume 1: The Journey",5
2000000,"[{""id"": 99, ""name"": ""Documentary""}]",2.283796,2007,1431623,102,No End in Sight,7.2
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",18.224326,2015,1477002,98,The Diary of a Teenage Girl,6.8
2000000,"[{""id"": 99, ""name"": ""Documentary""}]",3.43159,2007,0,109,In the Shadow of the Moon,7.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",4.749885,2010,876302,104,Meek's Cutoff,6.5
2000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}]",3.980072,2005,653621,92,Inside Deep Throat,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1.096355,2000,0,99,Dinner Rush,7.1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1.196943,1997,0,96,Clockwatchers,5.6
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",3.125382,2010,563706,120,The Virginity Hit,4.6
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",5.261065,1985,390659,104,Subway,6.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.337735,2005,0,97,House of D,6.1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",7.359286,2007,0,94,Teeth,5.2
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1.892183,1998,124494,91,Six-String Samurai,5.8
0,[],0.001186,2000,0,0,Hum To Mohabbat Karega,0
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",3.911445,2004,120620,90,It's All Gone Pete Tong,7.1
3800000,"[{""id"": 35, ""name"": ""Comedy""}]",2.559806,2009,111731,84,Saint John of Las Vegas,5.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.744406,1997,0,96,24 7: Twenty Four Seven,6.3
13500000,"[{""id"": 18, ""name"": ""Drama""}]",5.16023,2015,187674,129,Stonewall,5.2
7000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10769, ""name"": ""Foreign""}]",0.253595,2008,1100000,93,Roadside Romeo,6.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",0.046868,2005,0,100,This Thing of Ours,5
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2.952932,2013,0,97,The Lost Medallion: The Adventures of Billy Stone,5.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",5.563068,2014,0,94,The Last Five Years,5.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1.161034,2009,0,95,The Missing Person,6.4
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",7.502934,1993,54207,97,Return of the Living Dead 3,5.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",5.350423,2005,0,92,London,6.1
2000000,"[{""id"": 18, ""name"": ""Drama""}]",4.261509,2006,622806,96,Sherrybaby,6.3
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.752141,2015,0,87,Circle,6
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",20.362373,2008,3983997,91,Eden Lake,6.7
0,"[{""id"": 53, ""name"": ""Thriller""}]",5.099368,2013,0,98,Plush,5.4
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",6.632891,2009,0,86,Lesbian Vampire Killers,5.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",1.717376,2008,0,120,Gangster's Paradise: Jerusalema,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",4.922397,2004,0,99,Freeze Frame,6.9
1000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",13.222268,2011,0,92,Grave Encounters,6.1
100000,"[{""id"": 27, ""name"": ""Horror""}]",7.447714,2012,95000,86,Stitches,5.5
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9.68793,2010,0,98,Nine Dead,5.2
2,"[{""id"": 99, ""name"": ""Documentary""}]",0.050625,2015,0,,"To Be Frank, Sinatra at 100",0
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",5.941852,1971,11833696,82,Bananas,6.7
0,"[{""id"": 53, ""name"": ""Thriller""}]",0.174311,2012,0,103,Supercapitalist,3.5
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",0.361554,2007,0,76,Rockaway,5.8
2300000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",8.055084,1947,0,87,The Lady from Shanghai,7.2
2000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4.346271,2008,0,88,No Man's Land: The Rise of Reeker,4.4
14000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",3.419685,2002,0,97,Highway,5.6
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",5.100741,2012,0,96,Small Apartments,5.7
0,"[{""id"": 35, ""name"": ""Comedy""}]",2.253589,2013,0,87,Coffee Town,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",0.209475,2013,0,106,The Ghastly Love of Johnny X,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3.613577,2013,0,107,All Is Bright,5.3
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 36, ""name"": ""History""}]",1.296784,1967,0,85,The Torture Chamber of Dr. Sadism,6.3
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4.50829,2013,0,88,Straight A's,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",8.902102,1966,0,99,A Funny Thing Happened on the Way to the Forum,6.1
0,"[{""id"": 99, ""name"": ""Documentary""}]",1.619635,2007,0,102,Slacker Uprising,5.9
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",1.002585,2011,0,108,The Legend of Hell's Gate: An American Conspiracy,3.9
0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}]",1.332804,2015,0,90,The Walking Deceased,4.2
2000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}]",2.00163,2015,0,89,The Curse of Downers Grove,4.4
2000000,"[{""id"": 53, ""name"": ""Thriller""}]",1.187764,2015,0,92,Shark Lake,4.4
19000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6.463806,1986,0,99,River's Edge,6.7
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",1.980265,2003,0,103,Northfork,6.7
1950000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",3.696123,2015,0,90,The Marine 4: Moving Target,5.8
1987650,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",32.841229,2010,19152480,94,Buried,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8.518866,2011,864659,97,Submarine,7.4
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4.892203,2013,0,88,The Square,7.8
0,"[{""id"": 18, ""name"": ""Drama""}]",4.665026,2006,0,95,One to Another,5.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1.294967,2013,222000,160,ABCD (Any Body Can Dance),5.6
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",14.331992,2008,2957978,94,Man on Wire,7.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3.068463,2015,0,82,Abandoned,5.8
1900000,"[{""id"": 18, ""name"": ""Drama""}]",1.367751,2015,0,89,Brotherly Love,6.9
1800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",14.838986,2010,67738090,87,The Last Exorcism,5.6
0,"[{""id"": 18, ""name"": ""Drama""}]",1.950959,2009,0,98,Nowhere Boy,7.2
1800000,"[{""id"": 18, ""name"": ""Drama""}]",14.884756,1951,8000000,125,A Streetcar Named Desire,7.6
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",41.996783,1964,9440272,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2.179428,2002,0,118,The Crime of Padre Amaro,6.2
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",12.471239,2012,21107746,93,Beasts of the Southern Wild,6.8
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",13.315383,1973,8844595,93,Battle for the Planet of the Apes,5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",3.363321,2001,0,109,Songcatcher,5.6
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1.699101,2011,841733,109,Higher Ground,5.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0.320387,2015,0,155,Vaalu,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",0.692497,2011,621951,87,The Greatest Movie Ever Sold,6.4
0,"[{""id"": 35, ""name"": ""Comedy""}]",0.023436,1993,0,93,Ed and His Dead Mother,5.5
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",0.749699,2003,0,108,Travellers and Magicians,6.8
1800000,"[{""id"": 37, ""name"": ""Western""}]",11.756943,1968,6800000,114,Hang 'em High,6.7
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",0.225627,1952,0,87,Deadline - U.S.A.,6.9
